flightGUID,Name,Flight Date,Flight Time (local),Landing DateTime (local),Flight DateTime (UTC),Flight Time (UTC),Landing DateTime (UTC),Drone Name,Travelled Distance ( m),Duration,Duration (seconds),Project Reference
8CECC780-400D-1AA8-B63F-F003AACE3872,Flight 2024-01-19 15:10:39 KLF1071L02,1/19/2024 15:10,15:10:39,1/19/2024 15:40,1/19/2024 09:40,09:40:39,1/19/2024 10:10,Bullet 2.1 Golf,35766,00:30:05,1805,Kandhamal Live Flights
56C38D00-EB8E-207D-7442-13B00EA6776E,Flight 2024-01-19 14:29:09 KLF1070L02,1/19/2024 14:29,14:29:09,1/19/2024 15:03,1/19/2024 08:59,08:59:09,1/19/2024 09:33,Fighter B,47246,00:34:47,2087,Kandhamal Live Flights
A6EEC71C-2D9F-FD83-B9B2-0B1BD858B9C1,Flight 2024-01-19 14:25:36,1/19/2024 14:25,14:25:36,1/19/2024 14:45,1/19/2024 08:55,08:55:36,1/19/2024 09:15,Fighter F,25984,00:19:58,1198,Fighter F
F547D84C-6C28-1D1D-AC5E-4E5F7279A024,Flight 2024-01-19 14:18:49 RLF202L02,1/19/2024 14:18,14:18:49,1/19/2024 14:59,1/19/2024 08:48,08:48:49,1/19/2024 09:29,Bullet 2.1 India,47449,00:40:33,2433,Rayagada Live Flights
C9E7BE28-3F78-F0D6-F496-5C964E308E86,Flight 2024-01-19 14:06:20 KLF1071L01,1/19/2024 14:06,14:06:20,1/19/2024 14:39,1/19/2024 08:36,08:36:20,1/19/2024 09:09,Bullet 2.1 Golf,35652,00:32:45,1965,Kandhamal Live Flights
C5196BD6-D009-1682-D22C-F809F5D8618C,Flight 2024-01-19 13:29:25 RLF202L01,1/19/2024 13:29,13:29:25,1/19/2024 14:06,1/19/2024 07:59,07:59:25,1/19/2024 08:36,Bullet 2.1 India,45720,00:36:40,2200,Rayagada Live Flights
84AE772A-3F0D-EC21-2A36-86B0AAF38C9C,Flight 2024-01-19 13:08:25 KLF1069L02,1/19/2024 13:08,13:08:25,1/19/2024 13:45,1/19/2024 07:38,07:38:25,1/19/2024 08:15,Bullet 2.1 Golf,47248,00:37:19,2239,Kandhamal Live Flights
13493C86-7068-0BA2-97C6-E90E1F292BEA,Flight 2024-01-19 12:58:17,1/19/2024 12:58,12:58:17,1/19/2024 13:08,1/19/2024 07:28,07:28:17,1/19/2024 07:38,AeroSwift AS01,11919,00:10:03,603,AeroSwift AS01 Test Flight
68308B4B-A78A-2163-988D-CF3195E020C4,Flight 2024-01-19 12:41:19 KLF1066L02,1/19/2024 12:41,12:41:19,1/19/2024 13:12,1/19/2024 07:11,07:11:19,1/19/2024 07:42,Fighter A,35624,00:31:26,1886,Kandhamal Live Flights
2ECFDA18-128E-B033-2B45-A189E2192F9F,Flight 2024-01-19 12:27:54,1/19/2024 12:27,12:27:54,1/19/2024 12:37,1/19/2024 06:57,06:57:54,1/19/2024 07:07,AeroSwift AS01,11929,00:09:44,584,AeroSwift AS01 Test Flight
EEFE7C8E-780C-F609-A8B7-7CE820FA0C73,Flight 2024-01-19 12:05:06 RLF201L02,1/19/2024 12:05,12:05:06,1/19/2024 12:44,1/19/2024 06:35,06:35:06,1/19/2024 07:14,Bullet 2.1 India,39144,00:39:01,2341,Rayagada Live Flights
B6BAB234-2A36-2570-40DE-562975D5F0B3,Flight 2024-01-19 12:03:35 KLF1070L01,1/19/2024 12:03,12:03:35,1/19/2024 12:43,1/19/2024 06:33,06:33:35,1/19/2024 07:13,Fighter B,47090,00:40:14,2414,Kandhamal Live Flights
E180D585-E1F8-52E6-DF2F-60C04370EA5F,Flight 2024-01-19 11:53:09 KLF1067L02,1/19/2024 11:53,11:53:09,1/19/2024 12:30,1/19/2024 06:23,06:23:09,1/19/2024 07:00,Fighter A,47231,00:37:03,2223,Kandhamal Live Flights
42DB41E7-7F2A-79F0-18A8-236A81255885,Flight 2024-01-19 11:25:49 KLF1069L01,1/19/2024 11:25,11:25:49,1/19/2024 12:06,1/19/2024 05:55,05:55:49,1/19/2024 06:36,Bullet 2.1 Golf,47099,00:40:28,2428,Kandhamal Live Flights
8DCA84CD-3D98-2F3F-491C-2DE8A87E898C,Flight 2024-01-19 11:13:39 KLF1068L01,1/19/2024 11:13,11:13:39,1/19/2024 11:40,1/19/2024 05:43,05:43:39,1/19/2024 06:10,Fighter B,35742,00:27:09,1629,Kandhamal Live Flights
8953EE0E-B23C-1D82-86FC-A8DED2C817F4,Flight 2024-01-19 11:07:42 RLF201L01,1/19/2024 11:07,11:07:42,1/19/2024 11:36,1/19/2024 05:37,05:37:42,1/19/2024 06:06,Bullet 2.1 India,38474,00:29:15,1755,Rayagada Live Flights
03D80C72-A9EC-C2A0-9048-32AAFF76DDCA,Flight 2024-01-19 10:51:58 KLF1067L01,1/19/2024 10:51,10:51:58,1/19/2024 11:29,1/19/2024 05:21,05:21:58,1/19/2024 05:59,Fighter A,47092,00:38:00,2280,Kandhamal Live Flights
D1AF29D7-5A89-9C1F-CDCB-F5B290B5F356,Flight 2024-01-19 10:41:21 KLF1065L02,1/19/2024 10:41,10:41:21,1/19/2024 11:08,1/19/2024 05:11,05:11:21,1/19/2024 05:38,Bullet 2.1 Golf,35736,00:27:27,1647,Kandhamal Live Flights
D51EC783-5B05-7E69-80F6-A98C40FD09FB,Flight 2024-01-19 10:14:07 KLF1066L01,1/19/2024 10:14,10:14:07,1/19/2024 10:41,1/19/2024 04:44,04:44:07,1/19/2024 05:11,Fighter A,35732,00:26:53,1613,Kandhamal Live Flights
1F790351-DB3F-A872-9DAB-2E0EFEC19927,Flight 2024-01-19 09:32:14 KLF1065L01,1/19/2024 09:32,09:32:14,1/19/2024 10:04,1/19/2024 04:02,04:02:14,1/19/2024 04:34,Bullet 2.1 Golf,35607,00:32:38,1958,Kandhamal Live Flights
1B069A52-B268-9892-37F1-54D5EFB86E19,Flight 2024-01-18 18:17:03 KLF1060L02,1/18/2024 18:17,18:17:03,1/18/2024 18:46,1/18/2024 12:47,12:47:03,1/18/2024 13:16,Fighter A,35619,00:29:53,1793,Kandhamal Live Flights
AD6F4EEF-73A2-F963-0280-4831AF25A519,Flight 2024-01-18 17:55:32 KLF1064L01,1/18/2024 17:55,17:55:32,1/18/2024 18:33,1/18/2024 12:25,12:25:32,1/18/2024 13:03,Bullet 2.1 Golf,47257,00:37:45,2265,Kandhamal Live Flights
1BEF500E-E7A4-A7FA-61B0-38686B623DC5,Flight 2024-01-18 17:30:05,1/18/2024 17:30,17:30:05,1/18/2024 18:39,1/18/2024 12:00,12:00:05,1/18/2024 13:09,AeroSwift AS01,101710,01:09:28,4168,AeroSwift AS01 Test Flight
C8D15931-F1B2-1D87-7B65-E8718F74665C,Flight 2024-01-18 17:29:42 KLF1062L02,1/18/2024 17:29,17:29:42,1/18/2024 18:06,1/18/2024 11:59,11:59:42,1/18/2024 12:36,Fighter A,47243,00:37:06,2226,Kandhamal Live Flights
C4BCB4AD-6ACB-B6E7-8239-8DE7E82D0689,Flight 2024-01-18 17:20:11 KLF1063L02,1/18/2024 17:20,17:20:11,1/18/2024 17:48,1/18/2024 11:50,11:50:11,1/18/2024 12:18,Fighter B,33061,00:27:53,1673,Kandhamal Live Flights
8DB1FB17-DB93-FF77-0040-8DF914E60EFC,Flight 2024-01-18 16:32:56 KLF1056L02,1/18/2024 16:32,16:32:56,1/18/2024 17:12,1/18/2024 11:02,11:02:56,1/18/2024 11:42,Bullet 2.1 Golf,47212,00:39:26,2366,Kandhamal Live Flights
C03FF717-80B3-7E07-1140-5C6BCECD9FA5,Flight 2024-01-18 16:20:00 KLF1063L01,1/18/2024 16:20,16:20:00,1/18/2024 16:47,1/18/2024 10:50,10:50:00,1/18/2024 11:17,Fighter B,32338,00:27:11,1631,Kandhamal Live Flights
20B6530E-7D09-7D6A-9BE6-1748DE44E4C4,Flight 2024-01-18 15:55:58,1/18/2024 15:55,15:55:58,1/18/2024 17:04,1/18/2024 10:25,10:25:58,1/18/2024 11:34,AeroSwift AS01,98865,01:08:20,4100,AeroSwift AS01 Test Flight
134B9B66-1405-3A5D-2C4C-3C4262038925,Flight 2024-01-18 15:45:01 KLF1057L02,1/18/2024 15:45,15:45:01,1/18/2024 16:13,1/18/2024 10:15,10:15:01,1/18/2024 10:43,Bullet 2.1 Golf,35662,00:28:16,1696,Kandhamal Live Flights
D3E41771-B910-F1C3-89DE-9EAF66817747,Flight 2024-01-18 15:34:10 KLF1062L01,1/18/2024 15:34,15:34:10,1/18/2024 16:11,1/18/2024 10:04,10:04:10,1/18/2024 10:41,Fighter A,47201,00:37:39,2259,Kandhamal Live Flights
172ECC5A-FFFA-C6AB-1BB1-E9A67A3E4534,Flight 2024-01-18 15:23:58 KLF1061L01,1/18/2024 15:23,15:23:58,1/18/2024 15:56,1/18/2024 09:53,09:53:58,1/18/2024 10:26,Fighter B,35616,00:32:10,1930,Kandhamal Live Flights
82F5AFF7-98B2-D9EB-27DE-3A734F1507DC,Flight 2024-01-18 15:10:44 RLF200L02,1/18/2024 15:10,15:10:44,1/18/2024 15:51,1/18/2024 09:40,09:40:44,1/18/2024 10:21,Bullet 2.1 India,47427,00:40:39,2439,Rayagada Live Flights
5DD81CF8-11D9-784F-46BC-3BF1CA2E5509,Flight 2024-01-18 14:35:39 KLF1060L01,1/18/2024 14:35,14:35:39,1/18/2024 15:01,1/18/2024 09:05,09:05:39,1/18/2024 09:31,Fighter A,35664,00:26:15,1575,Kandhamal Live Flights
CA1ABEDA-24F3-765C-EF3B-F15AC40002E6,Flight 2024-01-18 14:28:23,1/18/2024 14:28,14:28:23,1/18/2024 14:29,1/18/2024 08:58,08:58:23,1/18/2024 08:59,Fighter F,12,00:01:19,79,Fighter F
1320D602-A567-3BAE-55C8-E287DD4FAB8C,Flight 2024-01-18 14:25:20,1/18/2024 14:25,14:25:20,1/18/2024 14:26,1/18/2024 08:55,08:55:20,1/18/2024 08:56,Fighter F,5,00:01:07,67,Fighter F
8B7F1FCE-41ED-C9D0-F701-4ABDEFF825ED,Flight 2024-01-18 14:22:41,1/18/2024 14:22,14:22:41,1/18/2024 14:23,1/18/2024 08:52,08:52:41,1/18/2024 08:53,Fighter F,4,00:00:53,53,Fighter F
1EC18D50-7FC8-42F5-0760-9D29E1D0D457,Flight 2024-01-18 14:18:43,1/18/2024 14:18,14:18:43,1/18/2024 14:20,1/18/2024 08:48,08:48:43,1/18/2024 08:50,Fighter F,6,00:01:17,77,Fighter F
D8C76AEF-052B-3421-9CE6-91B84ABB54AC,Flight 2024-01-18 14:16:14 RLF200L01,1/18/2024 14:16,14:16:14,1/18/2024 14:53,1/18/2024 08:46,08:46:14,1/18/2024 09:23,Bullet 2.1 India,45735,00:37:39,2259,Rayagada Live Flights
26F419AC-35F4-E011-868D-5855B2C757E6,Flight 2024-01-18 14:16:10,1/18/2024 14:16,14:16:10,1/18/2024 14:17,1/18/2024 08:46,08:46:10,1/18/2024 08:47,Fighter F,8,00:01:06,66,Fighter F
9B86F2B1-9EA1-079C-88C4-1B25A2F0861F,Flight 2024-01-18 14:10:24,1/18/2024 14:10,14:10:24,1/18/2024 14:11,1/18/2024 08:40,08:40:24,1/18/2024 08:41,Fighter F,7,00:00:50,50,Fighter F
064D84D1-09E2-2E12-0D84-187C781967AD,Flight 2024-01-18 13:58:45 KLF1058L02,1/18/2024 13:58,13:58:45,1/18/2024 14:11,1/18/2024 08:28,08:28:45,1/18/2024 08:41,Fighter A,17180,00:12:35,755,Kandhamal Live Flights
C5951773-F0BC-996E-CF12-865BCA50CA13,Flight 2024-01-18 13:40:57 KLF1059L01,1/18/2024 13:40,13:40:57,1/18/2024 14:22,1/18/2024 08:10,08:10:57,1/18/2024 08:52,Fighter B,47302,00:41:24,2484,Kandhamal Live Flights
CE0C2A66-87F9-8EF6-8A70-273BEADB82E0,Flight 2024-01-18 13:23:30 KLF1058L01,1/18/2024 13:23,13:23:30,1/18/2024 13:42,1/18/2024 07:53,07:53:30,1/18/2024 08:12,Fighter A,15885,00:18:59,1139,Kandhamal Live Flights
B60C5FC2-794F-8969-9675-C1BD10E44578,Flight 2024-01-18 13:05:00,1/18/2024 13:05,13:05:00,1/18/2024 13:06,1/18/2024 07:35,07:35:00,1/18/2024 07:36,Fighter E,11,00:01:11,71,Fighter E
A8E6303A-74C6-5ABF-AAFF-CD6802C88C08,Flight 2024-01-18 13:02:03,1/18/2024 13:02,13:02:03,1/18/2024 13:03,1/18/2024 07:32,07:32:03,1/18/2024 07:33,Fighter E,6,00:01:01,61,Fighter E
C900E05E-E010-084D-176B-AF34DC2D2522,Flight 2024-01-18 12:59:07,1/18/2024 12:59,12:59:07,1/18/2024 12:59,1/18/2024 07:29,07:29:07,1/18/2024 07:29,Fighter E,4,00:00:51,51,Fighter E
AC5D371D-B0CD-77E4-E375-959635DBBEE4,Flight 2024-01-18 12:54:52,1/18/2024 12:54,12:54:52,1/18/2024 12:56,1/18/2024 07:24,07:24:52,1/18/2024 07:26,Fighter E,10,00:01:09,69,Fighter E
650F1DD8-BAE8-45D6-F22D-B88FA78DFB99,Flight 2024-01-18 12:52:08,1/18/2024 12:52,12:52:08,1/18/2024 12:53,1/18/2024 07:22,07:22:08,1/18/2024 07:23,Fighter E,7,00:01:02,62,Fighter E
AAEAF54F-147D-8646-6FB5-2B14268DCA5D,Flight 2024-01-18 12:47:34,1/18/2024 12:47,12:47:34,1/18/2024 12:48,1/18/2024 07:17,07:17:34,1/18/2024 07:18,Fighter E,9,00:00:51,51,Fighter E
05FC1973-F5D2-3572-BEB2-A0CC54D42C08,Flight 2024-01-18 12:24:44 KLF1054L02,1/18/2024 12:24,12:24:44,1/18/2024 13:00,1/18/2024 06:54,06:54:44,1/18/2024 07:30,Fighter B,47199,00:36:12,2172,Kandhamal Live Flights
2012BF50-E9AA-9906-4FCF-68E9FA9BBAB5,Flight 2024-01-18 12:03:34 RLF199L02,1/18/2024 12:03,12:03:34,1/18/2024 12:44,1/18/2024 06:33,06:33:34,1/18/2024 07:14,Bullet 2.1 India,47441,00:41:03,2463,Rayagada Live Flights
D5F3FAD3-152D-4D9E-5E7B-780B8C89B525,Flight 2024-01-18 11:57:30 KLF1057L01,1/18/2024 11:57,11:57:30,1/18/2024 12:35,1/18/2024 06:27,06:27:30,1/18/2024 07:05,Bullet 2.1 Golf,35683,00:38:13,2293,Kandhamal Live Flights
C32ED769-5B44-0E5C-B1C4-19C2A8DA9211,Flight 2024-01-18 11:44:03 KLF1055L02,1/18/2024 11:44,11:44:03,1/18/2024 12:09,1/18/2024 06:14,06:14:03,1/18/2024 06:39,Fighter B,36558,00:25:24,1524,Kandhamal Live Flights
EC50AE57-F525-0346-0665-C20F69AF28FB,Flight 2024-01-18 10:57:13 KLF1056L01,1/18/2024 10:57,10:57:13,1/18/2024 11:44,1/18/2024 05:27,05:27:13,1/18/2024 06:14,Bullet 2.1 Golf,47328,00:47:01,2821,Kandhamal Live Flights
3B345ABF-2B8A-66E8-D419-B390E2CF898F,Flight 2024-01-18 10:50:32 RLF199L01,1/18/2024 10:50,10:50:32,1/18/2024 11:26,1/18/2024 05:20,05:20:32,1/18/2024 05:56,Bullet 2.1 India,45723,00:35:51,2151,Rayagada Live Flights
D087BC30-315E-2C57-5F44-20EB9111739D,Flight 2024-01-18 10:33:09 KLF1055L01,1/18/2024 10:33,10:33:09,1/18/2024 11:11,1/18/2024 05:03,05:03:09,1/18/2024 05:41,Fighter B,35687,00:38:41,2321,Kandhamal Live Flights
812C31D8-E17C-8656-1DB2-34AD3E1DD959,Flight 2024-01-18 09:26:03 KLF1054L01,1/18/2024 09:26,09:26:03,1/18/2024 10:19,1/18/2024 03:56,03:56:03,1/18/2024 04:49,Fighter B,47316,00:53:14,3194,Kandhamal Live Flights
A16A1AAF-43D8-1B0A-1C78-D629E2152E1A,Flight 2024-01-17 20:09:36,1/17/2024 20:09,20:09:36,1/17/2024 20:12,1/17/2024 14:39,14:39:36,1/17/2024 14:42,Fighter E,92,00:02:57,177,Fighter E
19FA491A-FDB3-1145-A612-44311B8956EA,Flight 2024-01-17 20:04:55,1/17/2024 20:04,20:04:55,1/17/2024 20:07,1/17/2024 14:34,14:34:55,1/17/2024 14:37,Fighter E,149,00:02:57,177,Fighter E
C7069B26-74B9-EC47-4B02-9E70CD1E88E5,Flight 2024-01-17 19:52:24,1/17/2024 19:52,19:52:24,1/17/2024 19:54,1/17/2024 14:22,14:22:24,1/17/2024 14:24,Fighter F,70,00:02:04,124,Fighter F
C68E092D-F583-A595-CD25-B6D9991D0123,Flight 2024-01-17 19:49:56,1/17/2024 19:49,19:49:56,1/17/2024 19:51,1/17/2024 14:19,14:19:56,1/17/2024 14:21,Fighter F,30,00:01:47,107,Fighter F
32DCDB3C-6683-47C8-D3A8-E081BEF7F489,Flight 2024-01-17 19:46:42,1/17/2024 19:46,19:46:42,1/17/2024 19:48,1/17/2024 14:16,14:16:42,1/17/2024 14:18,Fighter F,18,00:01:21,81,Fighter F
77215B02-7570-1765-5C6E-8B476340F8F6,Flight 2024-01-17 19:42:00,1/17/2024 19:42,19:42:00,1/17/2024 19:43,1/17/2024 14:12,14:12:00,1/17/2024 14:13,Fighter F,41,00:01:19,79,Fighter F
4A308211-8CEB-54EA-C223-F7E05FB51026,Flight 2024-01-17 19:38:15,1/17/2024 19:38,19:38:15,1/17/2024 19:40,1/17/2024 14:08,14:08:15,1/17/2024 14:10,Fighter F,54,00:02:14,134,Fighter F
753DCDD5-933B-EAD3-3387-791EF5E45B6D,Flight 2024-01-17 19:32:01,1/17/2024 19:32,19:32:01,1/17/2024 19:35,1/17/2024 14:02,14:02:01,1/17/2024 14:05,Fighter F,132,00:03:02,182,Fighter F
79EB5FDF-F87B-4C3D-4BD8-C2B2169867EF,Flight 2024-01-17 19:28:03,1/17/2024 19:28,19:28:03,1/17/2024 19:30,1/17/2024 13:58,13:58:03,1/17/2024 14:00,Fighter F,105,00:02:33,153,Fighter F
9E95FC83-817A-0B70-3A9B-A8BF2A213BD4,Flight 2024-01-17 19:21:21,1/17/2024 19:21,19:21:21,1/17/2024 19:25,1/17/2024 13:51,13:51:21,1/17/2024 13:55,Fighter F,219,00:04:25,265,Fighter F
56618C6E-D666-C008-69BD-C2BEEADE0BA1,Flight 2024-01-17 19:19:04,1/17/2024 19:19,19:19:04,1/17/2024 19:20,1/17/2024 13:49,13:49:04,1/17/2024 13:50,Fighter F,17,00:00:56,56,Fighter F
3F6009B8-728A-8A56-8F2F-05741F4B580F,Flight 2024-01-17 19:16:42,1/17/2024 19:16,19:16:42,1/17/2024 19:17,1/17/2024 13:46,13:46:42,1/17/2024 13:47,Fighter F,16,00:00:39,39,Fighter F
7A207894-D3BC-F8F4-FBB1-36996AF4F871,Flight 2024-01-17 18:26:29 KLF1042L02,1/17/2024 18:26,18:26:29,1/17/2024 19:02,1/17/2024 12:56,12:56:29,1/17/2024 13:32,Fighter B,47197,00:36:05,2165,Kandhamal Live Flights
E0493ACE-11A4-5F19-C848-DB424B74CEF5,Flight 2024-01-17 18:24:58,1/17/2024 18:24,18:24:58,1/17/2024 18:26,1/17/2024 12:54,12:54:58,1/17/2024 12:56,Fighter F,36,00:01:48,108,Fighter F
77C610FD-C5AA-CBA9-C0FD-280D4A336AFB,Flight 2024-01-17 17:58:27 KTF1051L02,1/17/2024 17:58,17:58:27,1/17/2024 18:11,1/17/2024 12:28,12:28:27,1/17/2024 12:41,Fighter A,17174,00:13:11,791,Kandhamal Test Flights
ABA4E30A-119A-1358-8770-47D8B2E9C41C,Flight 2024-01-17 17:50:01,1/17/2024 17:50,17:50:01,1/17/2024 18:59,1/17/2024 12:20,12:20:01,1/17/2024 13:29,AeroSwift AS01,98935,01:09:26,4166,AeroSwift AS01 Test Flight
030B6878-F0AF-7611-A451-9C71D9092DD5,Flight 2024-01-17 17:49:36 KLF1053L02,1/17/2024 17:49,17:49:36,1/17/2024 18:15,1/17/2024 12:19,12:19:36,1/17/2024 12:45,Fighter B,35657,00:26:06,1566,Kandhamal Live Flights
0597877A-9F83-DEC8-D511-34CF5963A848,Flight 2024-01-17 17:47:25,1/17/2024 17:47,17:47:25,1/17/2024 17:50,1/17/2024 12:17,12:17:25,1/17/2024 12:20,Fighter E,97,00:02:40,160,Fighter E
D3621C18-CAB7-FE75-10F6-0D9F4E4A8823,Flight 2024-01-17 17:44:01,1/17/2024 17:44,17:44:01,1/17/2024 17:45,1/17/2024 12:14,12:14:01,1/17/2024 12:15,Fighter E,36,00:01:10,70,Fighter E
DEAEC16C-27FC-D3BA-8332-7C286F7E4888,Flight 2024-01-17 17:40:40,1/17/2024 17:40,17:40:40,1/17/2024 17:42,1/17/2024 12:10,12:10:40,1/17/2024 12:12,Fighter E,55,00:01:26,86,Fighter E
6A8407CC-76EB-FF08-F99A-044402E4CF68,Flight 2024-01-17 17:24:17 KTF1052L02,1/17/2024 17:24,17:24:17,1/17/2024 17:38,1/17/2024 11:54,11:54:17,1/17/2024 12:08,Fighter A,15419,00:14:23,863,Kandhamal Test Flights
6ED95ECA-38E9-CF98-5FC1-7B50953F1C35,Flight 2024-01-17 17:07:32,1/17/2024 17:07,17:07:32,1/17/2024 17:08,1/17/2024 11:37,11:37:32,1/17/2024 11:38,Fighter E,40,00:01:12,72,Fighter E
459A7CE0-0CC1-505C-E7BA-5DE8E53CA306,Flight 2024-01-17 17:03:21,1/17/2024 17:03,17:03:21,1/17/2024 17:05,1/17/2024 11:33,11:33:21,1/17/2024 11:35,Fighter E,53,00:01:40,100,Fighter E
554E30F4-8EE8-768F-0B91-0FB4BC017840,Flight 2024-01-17 16:59:24 KLF1053L01,1/17/2024 16:59,16:59:24,1/17/2024 17:32,1/17/2024 11:29,11:29:24,1/17/2024 12:02,Fighter B,35618,00:32:47,1967,Kandhamal Live Flights
613CFAF6-8541-BBD5-4733-73B942C1F409,Flight 2024-01-17 16:58:34,1/17/2024 16:58,16:58:34,1/17/2024 17:00,1/17/2024 11:28,11:28:34,1/17/2024 11:30,Fighter E,50,00:01:52,112,Fighter E
68045E65-B9DD-03FA-C7CE-16DFA65AC7A6,Flight 2024-01-17 16:56:45 KTF1052L01,1/17/2024 16:56,16:56:45,1/17/2024 17:09,1/17/2024 11:26,11:26:45,1/17/2024 11:39,Fighter A,14317,00:12:35,755,Kandhamal Test Flights
7CA53497-2BCE-AB91-ABA6-72C39D697AE4,Flight 2024-01-17 16:49:34 KLF1050L02,1/17/2024 16:49,16:49:34,1/17/2024 17:26,1/17/2024 11:19,11:19:34,1/17/2024 11:56,Bullet 2.1 Golf,47264,00:37:09,2229,Kandhamal Live Flights
0DD97554-3FB0-5762-A538-13ABB2CAA70A,Flight 2024-01-17 16:22:52,1/17/2024 16:22,16:22:52,1/17/2024 16:25,1/17/2024 10:52,10:52:52,1/17/2024 10:55,Fighter E,76,00:02:18,138,Fighter E
E32F3F1B-85B3-EEF4-6823-AEABE03CD438,Flight 2024-01-17 16:19:46,1/17/2024 16:19,16:19:46,1/17/2024 16:21,1/17/2024 10:49,10:49:46,1/17/2024 10:51,Fighter E,26,00:01:29,89,Fighter E
4FA9892C-3411-3794-498A-90A4BBB3D399,Flight 2024-01-17 16:17:22 KTF1051L01,1/17/2024 16:17,16:17:22,1/17/2024 16:34,1/17/2024 10:47,10:47:22,1/17/2024 11:04,Fighter A,15883,00:17:35,1055,Kandhamal Test Flights
6BAF6EF9-D2DE-9FCD-F34F-C04FD10CFBD7,Flight 2024-01-17 16:15:22,1/17/2024 16:15,16:15:22,1/17/2024 16:18,1/17/2024 10:45,10:45:22,1/17/2024 10:48,Fighter E,50,00:02:47,167,Fighter E
071EE68A-46AA-8826-16A7-9CF2A91C4434,Flight 2024-01-17 16:10:45,1/17/2024 16:10,16:10:45,1/17/2024 16:12,1/17/2024 10:40,10:40:45,1/17/2024 10:42,Fighter E,58,00:02:01,121,Fighter E
5D01258F-E114-553D-68E5-5EEF9431D5A5,Flight 2024-01-17 15:54:57 KLF1044L02,1/17/2024 15:54,15:54:57,1/17/2024 16:22,1/17/2024 10:24,10:24:57,1/17/2024 10:52,Fighter B,35667,00:27:12,1632,Kandhamal Live Flights
89B4E3B5-9F7E-DA3B-D0A2-F6DD39C4C525,Flight 2024-01-17 15:46:49,1/17/2024 15:46,15:46:49,1/17/2024 15:48,1/17/2024 10:16,10:16:49,1/17/2024 10:18,Fighter E,45,00:01:54,114,Fighter E
B34BF6D3-2E9B-B9C0-F214-1E14004A8D14,Flight 2024-01-17 15:40:42 KLF1050L01,1/17/2024 15:40,15:40:42,1/17/2024 16:24,1/17/2024 10:10,10:10:42,1/17/2024 10:54,Bullet 2.1 Golf,47241,00:43:28,2608,Kandhamal Live Flights
676548FE-1A48-96AC-02EF-1752B80DE702,Flight 2024-01-17 15:30:20,1/17/2024 15:30,15:30:20,1/17/2024 15:31,1/17/2024 10:00,10:00:20,1/17/2024 10:01,Fighter E,30,00:01:23,83,Fighter E
D4DEFED1-185B-3579-A7C6-9A19D333DCD6,Flight 2024-01-17 15:17:48,1/17/2024 15:17,15:17:48,1/17/2024 15:18,1/17/2024 09:47,09:47:48,1/17/2024 09:48,Fighter E,18,00:01:06,66,Fighter E
E2DF9892-2D3B-218B-2C4C-2A459A903DB3,Flight 2024-01-17 15:09:41,1/17/2024 15:09,15:09:41,1/17/2024 15:11,1/17/2024 09:39,09:39:41,1/17/2024 09:41,Fighter E,21,00:01:44,104,Fighter E
AEA6FCD2-7161-767B-2ABF-D1C6E222B82D,Flight 2024-01-17 15:05:51,1/17/2024 15:05,15:05:51,1/17/2024 15:06,1/17/2024 09:35,09:35:51,1/17/2024 09:36,Fighter E,20,00:01:00,60,Fighter E
087542F4-1C63-7521-E0A2-E9A179DE296F,Flight 2024-01-17 15:01:56,1/17/2024 15:01,15:01:56,1/17/2024 15:03,1/17/2024 09:31,09:31:56,1/17/2024 09:33,Fighter E,34,00:01:22,82,Fighter E
25BA0C89-94FD-BCC3-F2BD-3AE0D020F3C3,Flight 2024-01-17 14:59:11,1/17/2024 14:59,14:59:11,1/17/2024 15:00,1/17/2024 09:29,09:29:11,1/17/2024 09:30,Fighter E,36,00:01:31,91,Fighter E
4CF09AE3-2E13-6E72-3A10-1A0108983943,Flight 2024-01-17 14:56:48,1/17/2024 14:56,14:56:48,1/17/2024 14:58,1/17/2024 09:26,09:26:48,1/17/2024 09:28,Fighter E,33,00:01:19,79,Fighter E
61F075FC-AADC-3BE3-8CE3-A20930FE5E3B,Flight 2024-01-17 14:56:48 KLF1046L02,1/17/2024 14:56,14:56:48,1/17/2024 15:29,1/17/2024 09:26,09:26:48,1/17/2024 09:59,Fighter A,35607,00:32:21,1941,Kandhamal Live Flights
DF754593-FF77-54C7-3CEC-5F79DCA56042,Flight 2024-01-17 14:52:44,1/17/2024 14:52,14:52:44,1/17/2024 14:53,1/17/2024 09:22,09:22:44,1/17/2024 09:23,Fighter E,16,00:01:12,72,Fighter E
1E76CBED-719B-9C34-0048-E9901A35C55E,Flight 2024-01-17 14:44:00 KLF1043L02,1/17/2024 14:44,14:44:00,1/17/2024 15:20,1/17/2024 09:14,09:14:00,1/17/2024 09:50,Bullet 2.1 Golf,47210,00:36:20,2180,Kandhamal Live Flights
D735AC48-770B-C3D1-C719-ADA5BE9474BB,Flight 2024-01-17 14:43:32,1/17/2024 14:43,14:43:32,1/17/2024 14:44,1/17/2024 09:13,09:13:32,1/17/2024 09:14,Fighter E,15,00:01:15,75,Fighter E
6B595038-1F45-EC71-789E-C3707B239F5B,Flight 2024-01-17 14:27:22 KLF1049L02,1/17/2024 14:27,14:27:22,1/17/2024 14:41,1/17/2024 08:57,08:57:22,1/17/2024 09:11,Fighter B,14005,00:13:56,836,Kandhamal Live Flights
